recordID,campaign,surveyID,starttime,endtime,today,enumeratorID,deviceID,plotID,province,district,road_type,gps_origin,latitude,longitude,altitude,accuracy,bearing,bearing_te,picture,field_acce,hab,hab_perc,hab_parth_presence,hab_parth_abundance,hab_parth_phenology,hab_crop_irrigation,hab_crop_type,hab_crop_pheno,hab_forest_type,hab_veg_abundance,zygo_prese,zygo_defol,final_comm
2172,3,ca7bb646-3f91-465f-a4fa-f612792a2529,13/06/2019 10:50,13/06/2019 10:53,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-f236346a-bbe3-407f-bef3-2fd1e1569cf1,punjab,gujranwala,District,32.121119694784284 73.96888640709221 168.0 7.0,32.12111969,73.96888641,168,7,203,SW,1560405132210.jpg,yes,Field crop - bare soil,100,yes,1-10%,Rosette growth,irrigated,,,,,no,none,
2116,3,9e058c55-2aab-4aae-a908-aa898a766373,13/06/2019 10:56,13/06/2019 11:02,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-f4322157-d6f5-4fbe-ac1d-3c9d3cef360b,kpk,di_khan,District,31.690355795435607 70.70776021108031 135.0 5.0,31.6903558,70.70776021,135,5,NA,S,1560405451648.jpg,yes,Field crop - planted,60,no,0,,irrigated,sugarcane,emergence,,,,,
2167,3,417feeac-6066-4bc7-9c8a-1dd885181538,13/06/2019 10:56,13/06/2019 10:58,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-a57fc163-1ed7-45c3-9761-097c22cf872f,punjab,gujranwala,not paved,32.11837256792933 73.95628337748349 172.0 6.0,32.11837257,73.95628338,172,6,87,E,1560405451044.jpg,yes,Field crop - fallow,100,yes,10-20%,Inflorescence emergence,irrigated,,,,,no,none,
4673,3,9e058c55-2aab-4aae-a908-aa898a766373,13/06/2019 10:56,13/06/2019 11:02,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-f4322157-d6f5-4fbe-ac1d-3c9d3cef360b,kpk,di_khan,District,31.690355795435607 70.70776021108031 135.0 5.0,31.6903558,70.70776021,135,5,NA,S,1560405451648.jpg,yes,Shrubland and woodland,25,no,0,,,,,,,,,
4720,3,9e058c55-2aab-4aae-a908-aa898a766373,13/06/2019 10:56,13/06/2019 11:02,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-f4322157-d6f5-4fbe-ac1d-3c9d3cef360b,kpk,di_khan,District,31.690355795435607 70.70776021108031 135.0 5.0,31.6903558,70.70776021,135,5,NA,S,1560405451648.jpg,yes,Natural vegetation in wet areas,15,no,0,,,,,,,,,
4346,3,b9e50be9-8319-4b0e-a0e0-675df3abfb20,13/06/2019 11:01,13/06/2019 11:03,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-5b4150d0-78b6-4776-9763-592745071a39,punjab,gujranwala,District,32.11534577887505 73.9427525550127 166.0 5.0,32.11534578,73.94275256,166,5,225,SW,1560405783434.jpg,no,Field crop - planted,80,no,0,,irrigated,other cash crop (not food),maturity,,,no,none,
4708,3,b9e50be9-8319-4b0e-a0e0-675df3abfb20,13/06/2019 11:01,13/06/2019 11:03,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-5b4150d0-78b6-4776-9763-592745071a39,punjab,gujranwala,District,32.11534577887505 73.9427525550127 166.0 5.0,32.11534578,73.94275256,166,5,225,SW,1560405783434.jpg,no,Shrubland and woodland,20,yes,20-40%,Flowering 30%,,,,,,no,none,
2114,3,f8f9e345-726e-441d-a7ec-dccd61c4231c,13/06/2019 11:06,13/06/2019 11:21,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-e953538e-2cf9-4225-8c84-e635d8008fbe,kpk,di_khan,Local,31.698720431886613 70.6889084726572 133.0 5.0,31.69872043,70.68890847,133,5,NA,S,1560406084825.jpg,yes,Field crop - fallow,50,no,0,,irrigated,,,,,,,
2485,3,f8f9e345-726e-441d-a7ec-dccd61c4231c,13/06/2019 11:06,13/06/2019 11:21,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-e953538e-2cf9-4225-8c84-e635d8008fbe,kpk,di_khan,Local,31.698720431886613 70.6889084726572 133.0 5.0,31.69872043,70.68890847,133,5,NA,S,1560406084825.jpg,yes,Shrubland and woodland,40,no,0,,,,,,,,,
4800,3,f8f9e345-726e-441d-a7ec-dccd61c4231c,13/06/2019 11:06,13/06/2019 11:21,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-e953538e-2cf9-4225-8c84-e635d8008fbe,kpk,di_khan,Local,31.698720431886613 70.6889084726572 133.0 5.0,31.69872043,70.68890847,133,5,NA,S,1560406084825.jpg,yes,Forest,10,no,0,,,,,plantation,,,,
397,3,a5878813-03d1-4f27-8e4f-7320a78f78cc,13/06/2019 11:21,13/06/2019 11:27,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-ce0b992b-1a36-4d74-957c-16b3c2fb0d32,kpk,di_khan,not paved,31.694993376731873 70.6720822211355 138.0 6.0,31.69499338,70.67208222,138,6,NA,SE,1560407009307.jpg,yes,Shrubland and woodland,65,no,0,,,,,,,,,
693,3,a5878813-03d1-4f27-8e4f-7320a78f78cc,13/06/2019 11:21,13/06/2019 11:27,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-ce0b992b-1a36-4d74-957c-16b3c2fb0d32,kpk,di_khan,not paved,31.694993376731873 70.6720822211355 138.0 6.0,31.69499338,70.67208222,138,6,NA,SE,1560407009307.jpg,yes,Forest,10,no,0,,,,,Natural or semi-natural,,,,
768,3,a5878813-03d1-4f27-8e4f-7320a78f78cc,13/06/2019 11:21,13/06/2019 11:27,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-ce0b992b-1a36-4d74-957c-16b3c2fb0d32,kpk,di_khan,not paved,31.694993376731873 70.6720822211355 138.0 6.0,31.69499338,70.67208222,138,6,NA,SE,1560407009307.jpg,yes,Field crop - fallow,25,no,0,,irrigated,,,,,,,
3266,3,75dfa4e8-8b9e-421f-93e5-4716772db9c7,13/06/2019 11:21,13/06/2019 11:23,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-fb2b24b2-b3ea-4f2b-bcbb-1e8d5339d2f3,punjab,gujranwala,Local,32.13911509606987 74.02151126414537 169.0 7.0,32.1391151,74.02151126,169,7,207,SW,1560406969878.jpg,yes,Bare areas,100,yes,20-40%,Flowering 10%,,,,,,no,none,
3250,3,d04e8d33-9729-4483-b0a4-b26664a4d25e,13/06/2019 11:30,13/06/2019 11:32,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-4cffaa96-08e8-4373-a6d2-3296ac92cecc,punjab,gujranwala,Local,32.15152345597744 74.01070388965309 172.0 7.0,32.15152346,74.01070389,172,7,322,NW,1560407475086.jpg,yes,Field crop - fallow,100,yes,1-10%,Flowering 10%,irrigated,,,,,no,none,
2109,3,f64ce96d-aa30-49f1-9a13-db8ca3f8137f,13/06/2019 11:39,13/06/2019 11:45,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-ab702231-291c-4570-91f4-7528a8c3c3ba,kpk,di_khan,not paved,31.6817390313372 70.6589887663722 140.0 8.0,31.68173903,70.65898877,140,8,NA,NE,1560408150515.jpg,yes,Forest,55,no,0,,,,,Natural or semi-natural,,,,
3573,3,f64ce96d-aa30-49f1-9a13-db8ca3f8137f,13/06/2019 11:39,13/06/2019 11:45,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-ab702231-291c-4570-91f4-7528a8c3c3ba,kpk,di_khan,not paved,31.6817390313372 70.6589887663722 140.0 8.0,31.68173903,70.65898877,140,8,NA,NE,1560408150515.jpg,yes,Shrubland and woodland,35,no,0,,,,,,,,,
4714,3,f64ce96d-aa30-49f1-9a13-db8ca3f8137f,13/06/2019 11:39,13/06/2019 11:45,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-ab702231-291c-4570-91f4-7528a8c3c3ba,kpk,di_khan,not paved,31.6817390313372 70.6589887663722 140.0 8.0,31.68173903,70.65898877,140,8,NA,NE,1560408150515.jpg,yes,Bare areas,10,no,0,,,,,,,,,
2161,3,bb156dca-50a2-4315-8b69-c57b4ba907a8,13/06/2019 11:44,13/06/2019 11:45,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-643d1757-c28f-4ee6-9719-a302c13b72be,punjab,gujranwala,Local,32.16933357529342 74.01086029596627 170.0 6.0,32.16933358,74.0108603,170,6,13,N,1560408319412.jpg,no,Field crop - planted,100,no,0,,irrigated,rice,growth,,,,,
1681,3,64b980c3-9a87-4971-b8b6-b03f48ace3af,13/06/2019 11:51,13/06/2019 11:54,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-c8a12ea7-a014-45cc-8dc1-0f89b5ca08ef,punjab,gujranwala,Local,32.18063518870622 74.01988165453076 169.0 7.0,32.18063519,74.01988165,169,7,161,S,1560408766848.jpg,yes,Grassland,90,yes,1-10%,Inflorescence emergence,,,,,,no,none,
3618,3,64b980c3-9a87-4971-b8b6-b03f48ace3af,13/06/2019 11:51,13/06/2019 11:54,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-c8a12ea7-a014-45cc-8dc1-0f89b5ca08ef,punjab,gujranwala,Local,32.18063518870622 74.01988165453076 169.0 7.0,32.18063519,74.01988165,169,7,161,S,1560408766848.jpg,yes,Field crop- margin,10,yes,20-40%,Flowering 50%,,,,,,no,none,
2105,3,eb6f56bf-10a9-465a-81c3-be8ce02005cb,13/06/2019 11:55,13/06/2019 12:00,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-6fbf73a1-245d-4b62-a542-60e46b3ad45b,kpk,di_khan,not paved,31.668549268506467 70.64599111676216 144.0 5.0,31.66854927,70.64599112,144,5,NA,E,1560409011420.jpg,yes,Bare areas,40,no,0,,,,,,,,,
4298,3,eb6f56bf-10a9-465a-81c3-be8ce02005cb,13/06/2019 11:55,13/06/2019 12:00,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-6fbf73a1-245d-4b62-a542-60e46b3ad45b,kpk,di_khan,not paved,31.668549268506467 70.64599111676216 144.0 5.0,31.66854927,70.64599112,144,5,NA,E,1560409011420.jpg,yes,Forest,30,no,0,,,,,plantation,,,,
4943,3,eb6f56bf-10a9-465a-81c3-be8ce02005cb,13/06/2019 11:55,13/06/2019 12:00,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-6fbf73a1-245d-4b62-a542-60e46b3ad45b,kpk,di_khan,not paved,31.668549268506467 70.64599111676216 144.0 5.0,31.66854927,70.64599112,144,5,NA,E,1560409011420.jpg,yes,Shrubland and woodland,30,no,0,,,,,,,,,
2166,3,d1cf63bd-6e2c-425e-bdc4-846b9eef6c4e,13/06/2019 11:58,13/06/2019 12:00,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-990269b2-97d0-432c-9178-3411d2229e06,punjab,gujranwala,Local,32.17683860566467 74.03858243487775 180.0 7.0,32.17683861,74.03858243,180,7,194,S,1560409157321.jpg,yes,Field crop - fallow,100,no,0,,irrigated,,,,,,,
3261,3,047c3399-280e-44e3-bb63-694a559f0529,13/06/2019 12:05,13/06/2019 12:07,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-bf5e962a-dc96-4448-87db-1cdbe7d3e3c8,punjab,gujranwala,Local,32.18137878924608 74.00553803890944 164.0 7.0,32.18137879,74.00553804,164,7,145,SE,1560409619401.jpg,yes,Field crop - bare soil,100,no,0,,irrigated,,,,,,,
2171,3,910b4f62-e0a5-42c2-8a1c-8903097d77b3,13/06/2019 12:12,13/06/2019 12:14,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-e5e9a578-41a8-4e62-8a61-d5c0cdd7777c,punjab,gujranwala,Local,32.18078170437366 73.98380334489048 171.0 6.0,32.1807817,73.98380334,171,6,85,E,1560410018864.jpg,yes,Field crop - bare soil,100,yes,20-40%,Flowering 10%,irrigated,,,,,no,none,
2164,3,f2570093-fd73-40f2-9585-9a06a2dac46e,13/06/2019 12:24,13/06/2019 12:27,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-7b68a235-4ef0-49bf-b9ee-7c4627ad3afe,punjab,gujranwala,not paved,32.16733335983008 73.96987396292388 164.0 6.0,32.16733336,73.96987396,164,6,255,W,1560410794312.jpg,yes,Field crop - fallow,100,no,0,,irrigated,,,,,,,
1682,3,deef7eae-b09a-4573-96a9-56591f5248f9,13/06/2019 12:33,13/06/2019 12:35,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-db8f0716-6ee7-4c45-9d51-ddc9a157d616,punjab,gujranwala,District,32.17119628563523 73.981923032552 168.0 6.0,32.17119629,73.98192303,168,6,127,SE,1560411263518.jpg,yes,Field crop - bare soil,100,yes,1-10%,Rosette growth,irrigated,,,,,no,none,
29,3,82c723c2-5ac5-470a-a50f-71d26d6735d1,13/06/2019 12:38,13/06/2019 12:41,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-96ebd4e9-dd2b-4412-aaa0-9407679b7834,kpk,di_khan,not paved,31.711257956922054 70.66186174750328 138.0 5.0,31.71125796,70.66186175,138,5,NA,SW,1560411620684.jpg,yes,Field crop - fallow,80,no,0,,rainfed,,,,,,,
400,3,82c723c2-5ac5-470a-a50f-71d26d6735d1,13/06/2019 12:38,13/06/2019 12:41,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-96ebd4e9-dd2b-4412-aaa0-9407679b7834,kpk,di_khan,not paved,31.711257956922054 70.66186174750328 138.0 5.0,31.71125796,70.66186175,138,5,NA,SW,1560411620684.jpg,yes,Shrubland and woodland,20,no,0,,,,,,,,,
2284,3,607b5d63-7867-43c5-a3fc-0f6109e00c63,13/06/2019 12:40,13/06/2019 12:42,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-6e1e44ca-b9bb-45a4-8286-36baadaa2387,punjab,gujranwala,District,32.16133040841669 73.99405064061284 158.0 6.0,32.16133041,73.99405064,158,6,67,E,1560411673971.jpg,yes,Grassland,80,yes,60-80%,Flowering majority,,,,,,no,none,
4345,3,607b5d63-7867-43c5-a3fc-0f6109e00c63,13/06/2019 12:40,13/06/2019 12:42,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-6e1e44ca-b9bb-45a4-8286-36baadaa2387,punjab,gujranwala,District,32.16133040841669 73.99405064061284 158.0 6.0,32.16133041,73.99405064,158,6,67,E,1560411673971.jpg,yes,Bare areas,20,yes,20-40%,Flowering 50%,,,,,,no,none,
6750,3,0514f3f8-3384-4cd8-8bdd-eda4a027f4c0,13/06/2019 12:43,13/06/2019 12:59,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-56eb72c2-895f-4b62-92b9-2b8b45c61574,kpk,di_khan,not paved,31.72321956139058 70.64181282185018 141.0 6.0,31.72321956,70.64181282,141,6,NA,N,1560412712833.jpg,yes,Shrubland and woodland,80,no,0,,,,,,,,,
6801,3,0514f3f8-3384-4cd8-8bdd-eda4a027f4c0,13/06/2019 12:43,13/06/2019 12:59,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-56eb72c2-895f-4b62-92b9-2b8b45c61574,kpk,di_khan,not paved,31.72321956139058 70.64181282185018 141.0 6.0,31.72321956,70.64181282,141,6,NA,N,1560412712833.jpg,yes,Bare areas,20,no,0,,,,,,,,,
3258,3,b0212daa-66ec-4c17-808a-003ad639a9af,13/06/2019 12:48,13/06/2019 12:50,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-7f4f3fcd-4ac9-4253-ab5f-aca72997a8e4,punjab,gujranwala,Local,32.14904082007706 74.00967593304813 163.0 5.0,32.14904082,74.00967593,163,5,87,E,1560412182763.jpg,yes,Bare areas,85,yes,>80%,Flowering 50%,,,,,,no,none,
4833,3,b0212daa-66ec-4c17-808a-003ad639a9af,13/06/2019 12:48,13/06/2019 12:50,13/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-13-7f4f3fcd-4ac9-4253-ab5f-aca72997a8e4,punjab,gujranwala,Local,32.14904082007706 74.00967593304813 163.0 5.0,32.14904082,74.00967593,163,5,87,E,1560412182763.jpg,yes,Forest,15,yes,1-10%,Flowering 10%,,,,Natural or semi-natural,,no,none,
2100,3,b55efa98-9ab7-4908-9712-f58cc1fdc7a7,13/06/2019 13:09,13/06/2019 13:12,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-276603ac-1d4e-4cb2-bb57-0ab07e92722f,kpk,di_khan,not paved,31.72641767654568 70.63291953876615 142.0 5.0,31.72641768,70.63291954,142,5,NA,SE,1560413430389.jpg,yes,Field crop - fallow,65,no,0,,rainfed,,,,,,,
3564,3,b55efa98-9ab7-4908-9712-f58cc1fdc7a7,13/06/2019 13:09,13/06/2019 13:12,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-276603ac-1d4e-4cb2-bb57-0ab07e92722f,kpk,di_khan,not paved,31.72641767654568 70.63291953876615 142.0 5.0,31.72641768,70.63291954,142,5,NA,SE,1560413430389.jpg,yes,Shrubland and woodland,35,no,0,,,,,,,,,
1141,3,aa86e842-e15b-4e86-98cd-69b9fd8c442f,13/06/2019 13:23,13/06/2019 13:26,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-63431d36-576b-43d7-ba76-68df2a13bf51,kpk,di_khan,not paved,31.720690364018083 70.61514973640442 143.0 6.0,31.72069036,70.61514974,143,6,NA,NW,1560414270863.jpg,yes,Bare areas,65,no,0,,,,,,,,,
3203,3,aa86e842-e15b-4e86-98cd-69b9fd8c442f,13/06/2019 13:23,13/06/2019 13:26,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-63431d36-576b-43d7-ba76-68df2a13bf51,kpk,di_khan,not paved,31.720690364018083 70.61514973640442 143.0 6.0,31.72069036,70.61514974,143,6,NA,NW,1560414270863.jpg,yes,Forest,35,no,0,,,,,plantation,,,,
6779,3,e813379f-a45d-4966-995b-f03b3b409d15,13/06/2019 13:41,13/06/2019 13:43,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-c409226a-743a-412b-a87d-8caad6e84ba4,kpk,di_khan,not paved,31.73585452605039 70.6505276542157 140.0 5.0,31.73585453,70.65052765,140,5,NA,NW,1560415336523.jpg,yes,Shrubland and woodland,70,no,0,,,,,,,,,
6817,3,e813379f-a45d-4966-995b-f03b3b409d15,13/06/2019 13:41,13/06/2019 13:43,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-c409226a-743a-412b-a87d-8caad6e84ba4,kpk,di_khan,not paved,31.73585452605039 70.6505276542157 140.0 5.0,31.73585453,70.65052765,140,5,NA,NW,1560415336523.jpg,yes,Bare areas,30,no,0,,,,,,,,,
6570,3,aa06e001-a7e5-4cf1-9a00-d906dc8d4a8a,13/06/2019 13:51,13/06/2019 13:53,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-8793d072-565b-4144-9aa0-4b7a51e09857,kpk,di_khan,Local,31.738782157190144 70.66998674534261 139.0 5.0,31.73878216,70.66998675,139,5,NA,SW,1560415948460.jpg,yes,Bare areas,30,no,0,,,,,,,,,
6585,3,aa06e001-a7e5-4cf1-9a00-d906dc8d4a8a,13/06/2019 13:51,13/06/2019 13:53,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-8793d072-565b-4144-9aa0-4b7a51e09857,kpk,di_khan,Local,31.738782157190144 70.66998674534261 139.0 5.0,31.73878216,70.66998675,139,5,NA,SW,1560415948460.jpg,yes,Shrubland and woodland,70,no,0,,,,,,,,,
6561,3,8a460b68-46f1-48fb-9fcd-7e42a5570784,13/06/2019 14:01,13/06/2019 14:15,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-77316f92-ac17-4d22-879a-c87447841243,kpk,di_khan,Local,31.74767409916967 70.68699060939252 140.0 5.0,31.7476741,70.68699061,140,5,NA,SW,1560416571857.jpg,yes,Shrubland and woodland,20,no,0,,,,,,,,,
6581,3,8a460b68-46f1-48fb-9fcd-7e42a5570784,13/06/2019 14:01,13/06/2019 14:15,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-77316f92-ac17-4d22-879a-c87447841243,kpk,di_khan,Local,31.74767409916967 70.68699060939252 140.0 5.0,31.7476741,70.68699061,140,5,NA,SW,1560416571857.jpg,yes,Field crop - fallow,80,no,0,,rainfed,,,,,,,
2115,3,a8298027-e2b2-43df-ab2f-ae6d59c4add5,13/06/2019 14:15,13/06/2019 14:19,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-f29b7837-aea1-453f-94e0-41334fccc00b,kpk,di_khan,Local,31.75127278547734 70.7070751581341 140.0 5.0,31.75127279,70.70707516,140,5,NA,NE,1560417435820.jpg,yes,Field crop - fallow,70,no,0,,irrigated,,,,,,,
4308,3,a8298027-e2b2-43df-ab2f-ae6d59c4add5,13/06/2019 14:15,13/06/2019 14:19,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-f29b7837-aea1-453f-94e0-41334fccc00b,kpk,di_khan,Local,31.75127278547734 70.7070751581341 140.0 5.0,31.75127279,70.70707516,140,5,NA,NE,1560417435820.jpg,yes,Forest,30,no,0,,,,,plantation,,,,
395,3,72f73162-e3d2-41b9-bc04-c327fb4384fe,13/06/2019 14:32,13/06/2019 14:37,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-af24f319-cd58-4db3-8b70-166d90a3d483,kpk,di_khan,not paved,31.76745463628322 70.70718688890338 142.0 5.0,31.76745464,70.70718689,142,5,NA,SE,1560418507775.jpg,no,Shrubland and woodland,50,no,0,,,,,,,,,
645,3,72f73162-e3d2-41b9-bc04-c327fb4384fe,13/06/2019 14:32,13/06/2019 14:37,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-af24f319-cd58-4db3-8b70-166d90a3d483,kpk,di_khan,not paved,31.76745463628322 70.70718688890338 142.0 5.0,31.76745464,70.70718689,142,5,NA,SE,1560418507775.jpg,no,Field crop - planted,30,no,0,,irrigated,sugarcane,growth,,,,,
971,3,72f73162-e3d2-41b9-bc04-c327fb4384fe,13/06/2019 14:32,13/06/2019 14:37,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-af24f319-cd58-4db3-8b70-166d90a3d483,kpk,di_khan,not paved,31.76745463628322 70.70718688890338 142.0 5.0,31.76745464,70.70718689,142,5,NA,SE,1560418507775.jpg,no,"Lakes, ponds, rivers and streams",20,no,0,,,,,,,,,
2102,3,85d57e3f-75c4-4224-a6ab-3d1cbb3b3e08,13/06/2019 14:59,13/06/2019 15:02,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-60174850-6b8d-4575-89b0-6d59c2deb266,kpk,di_khan,not paved,31.733495355583727 70.71210748516023 139.0 4.0,31.73349536,70.71210749,139,4,NA,E,1560420021802.jpg,no,Shrubland and woodland,65,no,0,,,,,,,,,
3566,3,85d57e3f-75c4-4224-a6ab-3d1cbb3b3e08,13/06/2019 14:59,13/06/2019 15:02,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-60174850-6b8d-4575-89b0-6d59c2deb266,kpk,di_khan,not paved,31.733495355583727 70.71210748516023 139.0 4.0,31.73349536,70.71210749,139,4,NA,E,1560420021802.jpg,no,"Lakes, ponds, rivers and streams",35,no,0,,,,,,,,,
1503,3,c6302221-396c-4412-bd31-678be52eb622,13/06/2019 15:10,13/06/2019 15:15,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-67d2dea7-b24d-4e7a-b8d5-6c69386b332a,kpk,di_khan,not paved,31.71742619946599 70.70502234622836 137.0 5.0,31.7174262,70.70502235,137,5,NA,N,1560420805953.jpg,yes,Shrubland and woodland,30,no,0,,,,,,,,,
3197,3,c6302221-396c-4412-bd31-678be52eb622,13/06/2019 15:10,13/06/2019 15:15,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-67d2dea7-b24d-4e7a-b8d5-6c69386b332a,kpk,di_khan,not paved,31.71742619946599 70.70502234622836 137.0 5.0,31.7174262,70.70502235,137,5,NA,N,1560420805953.jpg,yes,Forest,40,no,0,,,,,Natural or semi-natural,,,,
4959,3,c6302221-396c-4412-bd31-678be52eb622,13/06/2019 15:10,13/06/2019 15:15,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-67d2dea7-b24d-4e7a-b8d5-6c69386b332a,kpk,di_khan,not paved,31.71742619946599 70.70502234622836 137.0 5.0,31.7174262,70.70502235,137,5,NA,N,1560420805953.jpg,yes,Bare areas,30,no,0,,,,,,,,,
1504,3,ac8d55a4-6cf6-45ff-99a9-31d078f5be3a,13/06/2019 15:27,13/06/2019 15:29,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-d45e0816-06c8-42fc-95b8-4ffbec4806ff,kpk,di_khan,not paved,31.707854359410703 70.68834219127893 139.0 4.0,31.70785436,70.68834219,139,4,NA,SE,1560421680970.jpg,yes,Shrubland and woodland,60,no,0,,,,,,,,,
3213,3,ac8d55a4-6cf6-45ff-99a9-31d078f5be3a,13/06/2019 15:27,13/06/2019 15:29,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-d45e0816-06c8-42fc-95b8-4ffbec4806ff,kpk,di_khan,not paved,31.707854359410703 70.68834219127893 139.0 4.0,31.70785436,70.68834219,139,4,NA,SE,1560421680970.jpg,yes,"Building, roads or runways",40,no,0,,,,,,20 - 40%,,,
2099,3,41eda295-79eb-42d9-8d2d-3cfa5e50231f,13/06/2019 15:40,13/06/2019 15:45,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-11b21748-e26f-40a0-8845-a34422515d86,kpk,di_khan,Local,31.70104737393558 70.68140784278512 143.0 5.0,31.70104737,70.68140784,143,5,NA,N,1560422466022.jpg,yes,Field crop - fallow,45,no,0,,irrigated,,,,,,,
4292,3,41eda295-79eb-42d9-8d2d-3cfa5e50231f,13/06/2019 15:40,13/06/2019 15:45,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-11b21748-e26f-40a0-8845-a34422515d86,kpk,di_khan,Local,31.70104737393558 70.68140784278512 143.0 5.0,31.70104737,70.68140784,143,5,NA,N,1560422466022.jpg,yes,Shrubland and woodland,30,no,0,,,,,,,,,
4467,3,41eda295-79eb-42d9-8d2d-3cfa5e50231f,13/06/2019 15:40,13/06/2019 15:45,13/06/2019 00:00,2,3.53E+14,di_khan-2019-06-13-11b21748-e26f-40a0-8845-a34422515d86,kpk,di_khan,Local,31.70104737393558 70.68140784278512 143.0 5.0,31.70104737,70.68140784,143,5,NA,N,1560422466022.jpg,yes,"Building, roads or runways",25,no,0,,,,,,20 - 40%,,,
6637,3,237d0b76-7d93-47f8-bf79-0b17d77135ba,14/06/2019 08:56,14/06/2019 08:59,14/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-14-0c559126-f7cc-4c48-8c34-d257377f2a60,punjab,gujranwala,National,32.400614842772484 74.12350251339376 178.0 7.0,32.40061484,74.12350251,178,7,232,SW,1560484662116.jpg,yes,"Building, roads or runways",15,yes,10-20%,Flowering 30%,,,,,10 - 20  %,no,none,
6647,3,237d0b76-7d93-47f8-bf79-0b17d77135ba,14/06/2019 08:56,14/06/2019 08:59,14/06/2019 00:00,1,3.53E+14,gujranwala-2019-06-14-0c559126-f7cc-4c48-8c34-d257377f2a60,punjab,gujranwala,National,32.400614842772484 74.12350251339376 178.0 7.0,32.40061484,74.12350251,178,7,232,SW,1560484662116.jpg,yes,Forest,25,no,0,,,,,Natural or semi-natural,,no,none,
